ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
0.003077687204288679,0.25919471072588524,-0.1394708713751093,0.11241484558326897,0.961016640383715,1.708954233030653,-1.1806505657521278,1.306187214809502,-1.2862975839507313,0
-2.289378105644338,-2.0364136650369358,-0.385986649553349,-0.3076937081044106,0.021559553563593275,2.062574999579364,0.27059723987304235,-0.6384397550486679,0.6842178911400506,0
0.6928258412534475,0.8476648329496834,-0.24004733679701537,1.3605938595071565,0.021559553563593275,-0.09403211476423624,0.7811168574507188,0.0015488312893703231,-1.1673654621705243,0
0.8409082937044331,0.5476513738775178,0.0004933044420881189,0.5920078206187585,0.6392057227209614,-0.7788299619632442,1.2551344298168203,2.1529104709662463,0.8484115203631912,0
1.368526216772505,-0.46442908670804023,-0.46024857027889415,-0.36369793312202997,-0.6543792353252812,-0.34393890863273974,-0.824357169283179,-2.181556465904087,0.1387855311835096,0
-1.0183946520362699,-0.24505658624016735,0.7681552044519208,0.26698284546690054,-0.1966442805678649,-1.8034164046994228,-1.779276241536275,-0.7279412597288074,-1.8033373530673005,0
2.1384882190845156,1.5727039917640286,0.768272551002428,0.24710701574839383,1.6568336378390536,-1.7640196775193027,-0.14973587720616663,1.154773535508751,-1.6581549379326515,0
1.0580108514393651,0.21268688265296734,-0.9514976176544342,-1.6168803225152013,-0.8432539352015505,0.5989543332683132,-0.5808200544526513,-0.22815054499199267,0.5570408723888756,0
0.003077687204288679,-2.3538105640337537,-0.88152204716074,0.430804982599945,-1.802375521966411,-0.45574505125241593,-0.4773533816426017,-0.7906662603748741,-0.4764660749430315,0
2.7892337517102366,0.9387745904100734,0.3958393935726953,1.235070636960992,1.9439998357800008,1.7037177072792622,1.1013342999266293,0.3539515975618075,0.5174865590556367,0
0.19036451730143072,-0.9383708013074498,1.1906290812878737,0.27066742883736467,-0.19813872388339251,-0.0101679696050385,0.39358378754040124,0.7828983033969832,-0.39024568951289884,0
0.6080468205452109,0.6790563989266257,-0.3702919790766406,0.6242612504008946,0.021559553563593275,-0.7685379619609984,0.07279335376697806,0.6399393476184378,0.05758561107280983,0
0.0265145589875819,-1.206534235127654,-0.3744943347004923,-2.2214712027993695,-1.4233760732886078,-0.9712709531062311,0.49719956917043473,0.8311471037612106,-0.6677617041187873,0
0.003077687204288679,-1.4051690953931797,0.6064934953709149,-0.1794576452057249,-0.9510007534281972,-0.5747096045886809,1.5375949966441518,0.6414668159802545,0.5731245042031655,0
0.2826207875205815,0.27302072571287184,0.7270153287212616,-1.2949602033948382,0.021559553563593275,0.22818769330484376,-0.3194584964177501,0.24763233211839883,1.0388751774945033,0
-0.49912684999281753,-0.293131277438522,2.172993862058257,1.5840605062100765,0.8495408900785666,1.1203593118059274,-0.8299497236553361,0.5502425392025982,0.524902458387655,0
-0.019778594631576416,0.4465406809721409,1.0227296175073868,1.8779618350912088,0.021559553563593275,-1.3743530439870406,1.8478492471303798,-0.6179845384968217,0.38659089856277196,0
1.4293104132475154,2.3557389050646536,0.2312284717223603,-0.13727642751588276,1.7865264289911986,0.6406190400033893,-0.2713792431857427,0.32102063100388667,0.688068541634682,0
1.28908383245649,2.5243595431497297,-0.29127714108225844,-0.5799411491685054,0.021559553563593275,0.06482820601965561,-0.4221148599998181,-0.16327478664475106,-1.961774432313836,0
0.1974475692980874,0.5513994297095794,0.41247081601104785,-1.6992254284255848,0.054491013586642524,0.5408799223060462,-0.5368773966998743,-0.22821598406941498,-1.8025800188912815,0
0.003077687204288679,0.9449671594083829,0.03324594052738442,2.029032938468787,0.021559553563593275,1.5915385060582368,0.6187833269673936,-1.3326693562671128,0.21356441498066894,0
-0.28620366900309446,-0.8543260496095828,1.0185963638413111,-0.7982519186668066,-0.6323782184374329,1.2060896363103097,1.0881614656100524,0.6752275722582692,-0.27822009637613465,0
0.003077687204288679,0.596456762606812,-0.5596826985441173,-0.957275041858789,-0.18929470996772155,0.12437654314377093,-0.02899576348148776,-0.4147897869293714,1.9127707260379931,0
-2.162555351650816,0.016235889479908096,-0.09656324669380582,-0.07958160542164934,0.021559553563593275,0.2261277221679795,0.7026311590573295,1.5085469184560663,0.7199320168971386,0
-1.1434410613007375,-1.6921937330365073,-0.5415048758927578,1.8539900819947637,-0.1501620103825395,0.5775023519233478,-0.9156297141097792,-0.6002072902497994,1.0996290960018604,0
-0.38540326119059787,0.072939133111179,-0.0907230031868891,0.9784039730437782,-0.28192370029362646,-0.15981171324506738,0.18594107834540863,0.8531584947690262,1.5816441926345652,0
-2.4737777049925214,0.35153930285766855,1.3015140473351265,1.0486639692361055,1.3896410366017713,0.19280326639751716,-0.14483606640450244,-2.290222784342065,0.2788940618834115,0
0.003077687204288679,-1.539215552206765,-1.0025007282648513,0.49541729806590656,-0.824100141121598,-1.574207709628831,-0.4702559856561749,-1.069213818504433,0.04881039272532655,0
0.003077687204288679,2.1308614472131544,0.49603709327086537,0.36503088702178965,1.7045947349396091,-0.7638124567115474,-1.1899720643728935,-0.8490436037031461,0.03175604724392729,0
0.003077687204288679,-1.4666710807151058,-0.7779740201289073,1.2158853451651686,-0.7408188871171665,1.702718617683211,0.6904238512381073,-0.870112032120122,2.654743342261331,0
0.06844339142532375,0.4032306684107602,-0.7776527655549075,-0.7123877525666772,0.1259348251936507,-1.0406141185387758,-1.923528290539305,0.3261318454166334,1.438070749737746,0
1.8674374871096298,-0.17073525903884776,-0.26646950238039446,-0.2304309422585563,0.021559553563593275,0.3295452909669149,0.7903079162542099,-1.2249061313372112,-1.4217171986792454,0
2.28098266637364,-2.3902321277431677,0.035678251084787276,0.6565577583078138,-0.7215684042338046,-0.16356879539458277,-0.4215254669106229,-0.04199734797013847,1.3976363567712826,0
0.2267711868504753,1.1764362291168375,1.202404533673555,-0.17457494241913843,1.477308290728678,-0.1759861716411172,-1.2214552826888485,-1.3893377097016502,-1.0331918832611986,0
0.003077687204288679,1.09235701732127,-0.8243064531698892,-1.0407612753723685,0.021559553563593275,-0.5224908445312311,-0.6403424144091779,1.2484581315339334,1.3615667470989186,0
-1.3370032121018818,-0.13435095347643333,-0.2730105787640114,-0.670668935207567,-0.2752819271095433,0.19233927001591036,-1.0032733269181273,-1.0881526224980476,-0.08291739813174029,0
-2.3400337610553774,-0.37903790839441237,0.31229694870000896,-1.0007072133753219,-1.320567919408508,0.37933832468893747,-1.5874993727088824,0.456571311213916,-0.6439276829746707,0
-0.9952763284301527,3.2811333826435147,-0.539750417273482,-0.6451638764716925,0.021559553563593275,-0.3308126838338285,-0.610694711843774,0.963585024009252,-1.3716385706273033,0
0.003077687204288679,-1.6096176022941904,-0.23631394816078313,-0.7780443254527556,0.021559553563593275,0.011453298054533177,2.474537599379232,-0.8417049064649931,-1.357519011265859,0
1.4875710038877834,0.06828642628325318,0.3045010000537028,-0.6391437501710769,-0.1579291954893696,-0.36291962312444,0.6611928235570721,-2.2839619684936263,0.4578178658973142,0
0.003077687204288679,1.1403739303836646,-1.1759889693493042,-1.5938968351891698,-0.684717132280048,-0.9504249035768528,1.2256174804606643,-1.5042470265391115,-0.5854204972323246,0
-1.1899537904631812,-0.04548873826732574,-0.6108217240798063,0.5506248125543775,-0.4734331631146873,-1.127122451910504,-1.24089540744182,-0.43272301804572627,0.5998412229796276,0
